virus_name	Accession_ID	Date	Originating_lab	Submitting_lab	Location
hCoV-19/USA/CA-ALSR-0977-SAN/2020	EPI_ISL_483436	2020-03-30	Andersen lab at Scripps Research	Gangavarapu	USA
hCoV-19/Canada/ON-PHL-20-01295/2020	EPI_ISL_548899	2020-06-00	Public Health Ontario Laboratory	Guthrie	Canada
hCoV-19/Scotland/CVR2885/2020	EPI_ISL_473617	2020-04-21	COVID-19 Genomics UK (COG-UK) Consortium	Robertson	United Kingdom
hCoV-19/England/MILK-994A0A/2020	EPI_ISL_552312	2020-08-26	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/OXON-AF9EA/2020	EPI_ISL_478793	2020-00-00	COVID-19 Genomics UK (COG-UK) Consortium	Golubchik	United Kingdom
hCoV-19/Switzerland/ZH-ETHZ-280196/2020	EPI_ISL_560550	2020-09-09	Department of Biosystems Science and Engineering	Nadeau	Switzerland
hCoV-19/USA/CA-QDX-1095/2020	EPI_ISL_571809	2020-03-20	Quest Diagnostics	Kagan	USA
hCoV-19/England/ALDP-A2EE53/2020	EPI_ISL_587115	2020-10-05	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/ALDP-9CD17C/2020	EPI_ISL_566230	2020-09-16	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Peru/LIM-UPCH-0079/2020	EPI_ISL_540957	2020-06-17	Laboratorio de Gen\u00f3mica Microbiana	Tsukayama	Peru
hCoV-19/England/QEUH-9989AF/2020	EPI_ISL_540014	2020-08-24	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/MILK-9F242A/2020	EPI_ISL_589118	2020-09-25	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/MILK-976549/2020	EPI_ISL_575869	2020-08-20	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/QEUH-96AF0E/2020	EPI_ISL_531392	2020-08-14	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/NY-NYUMC521/2020	EPI_ISL_444638	2020-03-30	Departments of Pathology and Medicine	Maurano	USA
hCoV-19/USA/WA-UW-5756/2020	EPI_ISL_430920	2020-04-07	UW Virology Lab	Roychoudhury	USA
hCoV-19/England/BRIS-12E126/2020	EPI_ISL_482004	2020-04-21	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Sweden/RV-FOI-1/2020	EPI_ISL_424703	2020-03-15	Unit for Biological Agents	Sjodin	Sweden
hCoV-19/Australia/VIC2451/2020	EPI_ISL_522157	2020-06-28	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/Beijing/BJ54/2020	EPI_ISL_430735	2020-01-24	Chinese PLA Institute for Disease Control and Prevention	Li	China
hCoV-19/England/QEUH-9B81DE/2020	EPI_ISL_590638	2020-09-03	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/OR-OHSU-0544/2020	EPI_ISL_525839	2020-06-16	Ginkgo Bioworks Clinical Laboratory	O'Roak	USA
hCoV-19/England/CWAR-24FDF78/2020	EPI_ISL_584551	2020-06-15	COVID-19 Genomics UK (COG-UK) Consortium	Stark	United Kingdom
hCoV-19/USA/FL-BPHL-0592/2020	EPI_ISL_508796	2020-03-24	Florida Bureau of Public Health Laboratories	Blanton	USA
hCoV-19/Australia/VIC2388/2020	EPI_ISL_522106	2020-06-29	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/Austria/CeMM1013/2020	EPI_ISL_583852	2020-03-23	Bergthaler laboratory	Bergthaler	Austria
hCoV-19/England/NORW-E995D/2020	EPI_ISL_461838	2020-04-29	COVID-19 Genomics UK (COG-UK) Consortium	Alikhan	United Kingdom
hCoV-19/Canada/QC-LSPQ-L00234248/2020	EPI_ISL_536047	2020-03-23	Laboratoire de sant\u00e9 publique du Qu\u00e9bec	Moreira	Canada
hCoV-19/France/PAC-IHU-0583/2020	EPI_ISL_569602	2020-04-10	MEPHI	Levasseur	France
hCoV-19/USA/TX-HMH-3213/2020	EPI_ISL_544081	2020-06-13	Houston Methodist Hospital	Long	USA
hCoV-19/Canada/MB-NML-1128/2020	EPI_ISL_582460	2020-08-03	National Microbiology Laboratory (NML)	Majer	Canada
hCoV-19/England/MILK-9E0D60/2020	EPI_ISL_581035	2020-09-19	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/MILK-9581A3/2020	EPI_ISL_554744	2020-06-09	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Spain/MD-HLP-R61/2020	EPI_ISL_530107	2020-04-17	Hospital Universitario La Paz	Viedma	Spain
hCoV-19/Singapore/401/2020	EPI_ISL_469150	2020-04-17	National Public Health Laboratory	Mak	Singapore
hCoV-19/USA/CA-CZB-1282/2020	EPI_ISL_454640	2020-04-01	Chan-Zuckerberg Biohub	Hao	USA
hCoV-19/England/NOTT-1110CF/2020	EPI_ISL_453627	2020-05-03	COVID-19 Genomics UK (COG-UK) Consortium	Loose	United Kingdom
hCoV-19/England/ALDP-5CA97B/2020	EPI_ISL_558604	2020-06-19	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/WA-UW91/2020	EPI_ISL_416447	2020-03-10	UW Virology Lab	Roychoudhury	USA
hCoV-19/Australia/VIC8401/2020	EPI_ISL_564987	2020-07-23	MDU-PHL	Schultz	Australia
hCoV-19/USA/MA-MGH-00174/2020	EPI_ISL_460179	2020-03-26	Infectious Disease Program	Lemieux	USA
hCoV-19/Portugal/PT0523/2020	EPI_ISL_454247	2020-03-23	Instituto Nacional de Saude (INSA)	Borges	Portugal
hCoV-19/USA/MI-QDX-361/2020	EPI_ISL_571104	2020-03-23	Quest Diagnostics	Kagan	USA
hCoV-19/Australia/VIC9346/2020	EPI_ISL_565513	2020-08-07	MDU-PHL	Schultz	Australia
hCoV-19/Wales/PHWC-16DCFD/2020	EPI_ISL_577522	2020-09-26	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/USA/TX-HMH-3594/2020	EPI_ISL_543050	2020-06-15	Houston Methodist Hospital	Long	USA
hCoV-19/USA/TX-HMH-5105/2020	EPI_ISL_544528	2020-06-20	Houston Methodist Hospital	Long	USA
hCoV-19/Scotland/CVR2792/2020	EPI_ISL_473570	2020-04-21	COVID-19 Genomics UK (COG-UK) Consortium	Robertson	United Kingdom
hCoV-19/Australia/VIC13714/2020	EPI_ISL_563813	2020-09-04	MDU-PHL	Schultz	Australia
hCoV-19/England/ALDP-49A650/2020	EPI_ISL_559416	2020-06-13	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/ALDP-9CBF65/2020	EPI_ISL_575435	2020-09-16	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Scotland/CVR2642/2020	EPI_ISL_484626	2020-04-16	COVID-19 Genomics UK (COG-UK) Consortium	Robertson	United Kingdom
hCoV-19/England/QEUH-78E777/2020	EPI_ISL_533155	2020-07-15	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/OXON-B0315/2020	EPI_ISL_478874	2020-04-19	COVID-19 Genomics UK (COG-UK) Consortium	Golubchik	United Kingdom
hCoV-19/Norway/3365/2020	EPI_ISL_590882	2020-09-03	Norwegian Institute of Public Health	Vollan	Norway
hCoV-19/Spain/PV-IBV-000892/2020	EPI_ISL_452671	2020-03-26	SeqCOVID-SPAIN consortium/IBV(CSIC)	Comas	Spain
hCoV-19/Belgium/DMM-0325180/2020	EPI_ISL_420437	2020-03-25	KU Leuven	Maes	Belgium
hCoV-19/Belgium/VAG-03013/2020	EPI_ISL_415155	2020-03-01	KU Leuven	Maes	Belgium
hCoV-19/Portugal/PT1083/2020	EPI_ISL_511630	2020-03-28	Instituto Nacional de Saude (INSA)	Borges	Portugal
hCoV-19/Scotland/EDB3041/2020	EPI_ISL_489050	2020-04-03	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Wales/PHWC-15DAF6/2020	EPI_ISL_472760	2020-05-13	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/Thailand/MUMT-4/2020	EPI_ISL_493139	2020-03-03	Center for Research and Innovation	Sangsiriwut	Thailand
hCoV-19/England/LIVE-A78A9/2020	EPI_ISL_517084	2020-03-27	COVID-19 Genomics UK (COG-UK) Consortium	Haldenby	United Kingdom
hCoV-19/Australia/VIC7724/2020	EPI_ISL_564607	2020-08-04	MDU-PHL	Schultz	Australia
hCoV-19/Luxembourg/LNS0211710/2020	EPI_ISL_429760	2020-03-22	Laboratoire National de Sante	Wienecke-Baldacchino	Luxembourg
hCoV-19/England/MILK-9A8380/2020	EPI_ISL_550100	2020-09-02	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Scotland/EDB7147/2020	EPI_ISL_514553	2020-08-04	COVID-19 Genomics UK (COG-UK) Consortium	Williams	United Kingdom
hCoV-19/Australia/VIC8541/2020	EPI_ISL_565082	2020-08-17	MDU-PHL	Schultz	Australia
hCoV-19/England/ALDP-A2DF42/2020	EPI_ISL_586801	2020-10-06	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/UT-01590/2020	EPI_ISL_449831	2020-04-07	Utah Public Health Laboratory	Young	USA
hCoV-19/England/NORT-294728/2020	EPI_ISL_573353	2020-08-06	COVID-19 Genomics UK (COG-UK) Consortium	Bashton	United Kingdom
hCoV-19/USA/MI-MDHHS-SC22061/2020	EPI_ISL_583518	2020-09-28	Michigan Department of Health and Human Services	Blankenship	USA
hCoV-19/USA/TX-HMH0432/2020	EPI_ISL_435015	2020-04-02	Houston Methodist Hospital	Long	USA
hCoV-19/USA/NY-NYUMC630/2020	EPI_ISL_444747	2020-04-02	Departments of Pathology and Medicine	Maurano	USA
hCoV-19/Scotland/EDB6032/2020	EPI_ISL_487795	2020-05-07	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/MILK-9AA078/2020	EPI_ISL_550948	2020-09-01	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Austria/CeMM0484/2020	EPI_ISL_475886	2020-03-06	Bergthaler laboratory	Bergthaler	Austria
hCoV-19/Australia/VIC11106/2020	EPI_ISL_563251	2020-08-12	MDU-PHL	Schultz	Australia
hCoV-19/USA/TX-HMH-5558/2020	EPI_ISL_544860	2020-06-26	Houston Methodist Hospital	Long	USA
hCoV-19/Australia/VIC11028/2020	EPI_ISL_563209	2020-07-29	MDU-PHL	Schultz	Australia
hCoV-19/Australia/NSW702/2020	EPI_ISL_513345	2020-07-25	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Gall	Australia
hCoV-19/Scotland/QEUH-9DBF44/2020	EPI_ISL_575338	2020-09-22	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Scotland/QEUH-9DA6B9/2020	EPI_ISL_575340	2020-09-22	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/OXON-ADEFC/2020	EPI_ISL_448645	2020-00-00	COVID-19 Genomics UK (COG-UK) Consortium	Golubchik	United Kingdom
hCoV-19/Italy/LOM-UniMI-L465/2020	EPI_ISL_542381	2020-03-20	Dep. Of Oncology and Hemato-Oncology University of Milan	Costabile	Italy
hCoV-19/England/ALDP-9EAB7B/2020	EPI_ISL_580181	2020-09-24	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC5986/2020	EPI_ISL_518761	2020-07-21	MDU-PHL	Schultz	Australia
hCoV-19/USA/WA-UW-1984/2020	EPI_ISL_424329	2020-03-24	UW Virology Lab	Roychoudhury	USA
hCoV-19/Austria/CeMM1062/2020	EPI_ISL_583875	2020-03-13	Bergthaler laboratory	Bergthaler	Austria
hCoV-19/USA/WI-WSLH-200569/2020	EPI_ISL_578681	2020-06-01	Wisconsin State Laboratory of Hygiene Communicable Disease Division	Florek	USA
hCoV-19/England/MILK-467434/2020	EPI_ISL_559723	2020-05-20	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/France/CVL-8262/2020	EPI_ISL_560569	2020-03-31	National Reference Center for Viruses of Respiratory Infections	Enouf	France
hCoV-19/USA/WA-UW-2521/2020	EPI_ISL_477717	2020-03-30	UW Virology Lab	Roychoudhury	USA
hCoV-19/England/20169042304/2020	EPI_ISL_465254	2020-04-18	Respiratory Virus Unit	Platt	United Kingdom
hCoV-19/USA/WA-S2492/2020	EPI_ISL_497124	2020-06-16	Seattle Flu Study	Lee	USA
hCoV-19/England/NORW-E8D52/2020	EPI_ISL_448306	2020-04-15	COVID-19 Genomics UK (COG-UK) Consortium	Alikhan	United Kingdom
hCoV-19/England/ALDP-9257F8/2020	EPI_ISL_552848	2020-06-23	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/MILK-9A98CC/2020	EPI_ISL_550866	2020-08-31	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Sweden/20-50133/2020	EPI_ISL_429144	2020-03-06	The Public Health Agency of Sweden	Svartstr\u00f6m	Sweden
hCoV-19/England/MILK-9C3AE4/2020	EPI_ISL_566820	2020-09-09	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/BRIS-1302D3/2020	EPI_ISL_492657	2020-04-11	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/MILK-9E1EB7/2020	EPI_ISL_581353	2020-09-20	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/CAMC-9C01E2/2020	EPI_ISL_573175	2020-09-09	COVID-19 Genomics UK (COG-UK) Consortium	Golubchik	United Kingdom
hCoV-19/England/NORT-298830/2020	EPI_ISL_493469	2020-04-19	COVID-19 Genomics UK (COG-UK) Consortium	Bashton	United Kingdom
hCoV-19/USA/TX-HMH-4616/2020	EPI_ISL_543757	2020-06-20	Houston Methodist Hospital	Long	USA
hCoV-19/USA/WA-S383/2020	EPI_ISL_434143	2020-03-27	Seattle Flu Study	Bedford	USA
hCoV-19/USA/WA-S2168/2020	EPI_ISL_497596	2020-06-08	Seattle Flu Study	Lee	USA
hCoV-19/Belgium/Rega-0327212/2020	EPI_ISL_458182	2020-03-27	KU Leuven	Maes	Belgium
hCoV-19/Wales/PHWC-169B03/2020	EPI_ISL_517590	2020-07-24	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/USA/VA-DCLS-0184/2020	EPI_ISL_437400	2020-04-07	Virginia DCLS	St. Jacques	USA
hCoV-19/USA/TX-HMH-3011/2020	EPI_ISL_543931	2020-05-30	Houston Methodist Hospital	Long	USA
hCoV-19/Wales/PHWC-3184A/2020	EPI_ISL_446496	2020-04-11	Public Health Wales Microbiology Cardiff	Moore	United Kingdom
hCoV-19/England/ALDP-955258/2020	EPI_ISL_553615	2020-06-12	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Wales/ALDP-A2D513/2020	EPI_ISL_586926	2020-10-06	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/MILK-993EA5/2020	EPI_ISL_551713	2020-08-22	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/NSW655/2020	EPI_ISL_498774	2020-07-12	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Gall	Australia
hCoV-19/England/CAMC-94BC39/2020	EPI_ISL_556776	2020-07-16	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC2710/2020	EPI_ISL_521548	2020-07-04	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/Australia/VIC11755/2020	EPI_ISL_591844	2020-07-24	MDU-PHL	Schultz	Australia
hCoV-19/Scotland/EDB5831/2020	EPI_ISL_487992	2020-04-27	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Canada/NS-NML-160/2020	EPI_ISL_579530	2020-04-18	National Microbiology Laboratory (NML)	Majer	Canada
hCoV-19/USA/MI-MDHHS-SC20708/2020	EPI_ISL_471732	2020-04-27	Michigan Department of Health and Human Services	Blankenship	USA
hCoV-19/Switzerland/BS-ETHZ-190088/2020	EPI_ISL_500944	2020-07-07	Department of Biosystems Science and Engineering	Nadeau	Switzerland
hCoV-19/Brazil/RJ-1870/2020	EPI_ISL_541351	2020-04-05	Laboratory of Respiratory Viruses and Measles	Silva	Brazil
hCoV-19/Scotland/QEUH-96CEC3/2020	EPI_ISL_534517	2020-08-21	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/SaudiArabia/KAUST-JEDDAH756/2020	EPI_ISL_512999	2020-04-03	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Mohamed Ghazzali	Saudi Arabia
hCoV-19/USA/WI-UW-342/2020	EPI_ISL_436636	2020-04-04	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Baczenas	USA
hCoV-19/Singapore/268/2020	EPI_ISL_462386	2020-03-21	National Public Health Laboratory	Mak	Singapore
hCoV-19/Australia/NSW278/2020	EPI_ISL_451542	2020-03-27	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Gall	Australia
hCoV-19/England/QEUH-9D0079/2020	EPI_ISL_590009	2020-09-15	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/QEUH-9BABED/2020	EPI_ISL_572923	2020-09-07	COVID-19 Genomics UK (COG-UK) Consortium	Golubchik	United Kingdom
hCoV-19/USA/IA_6401/2020	EPI_ISL_424897	2020-03-08	Pathogen Discovery	Queen	USA
hCoV-19/USA/TX-HMH-4249/2020	EPI_ISL_543461	2020-06-20	Houston Methodist Hospital	Long	USA
hCoV-19/Canada/QC-LSPQ-L00231230/2020	EPI_ISL_535947	2020-03-22	Laboratoire de sant\u00e9 publique du Qu\u00e9bec	Moreira	Canada
hCoV-19/Wales/PHWC-16CB79/2020	EPI_ISL_574140	2020-09-20	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/Australia/VIC15031/2020	EPI_ISL_593114	2020-07-29	MDU-PHL	Schultz	Australia
hCoV-19/USA/NE-10900/2020	EPI_ISL_466667	2020-05-04	UNMC COVID-19 Response Team	Pratt	USA
hCoV-19/India/WB-S64/2020	EPI_ISL_508454	2020-05-24	National Institute of Biomedical Genomics	Maitra	India
hCoV-19/USA/LA-EVTL453/2020	EPI_ISL_578857	2020-06-20	Microbial Genome Sequencing Center	Kamil	USA
hCoV-19/England/ALDP-6E9D88/2020	EPI_ISL_557628	2020-06-30	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/TX-HMH-8053/2020	EPI_ISL_545820	2020-07-05	Houston Methodist Hospital	Long	USA
hCoV-19/Wales/PHWC-16EA6B/2020	EPI_ISL_585811	2020-10-06	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/Sweden/RV-FOI-10/2020	EPI_ISL_548963	2020-04-28	Unit for Biological Agents	Sjodin	Sweden
hCoV-19/USA/NY-NYUMC284/2020	EPI_ISL_428798	2020-04-05	Departments of Pathology and Medicine	Maurano	USA
hCoV-19/USA/AR-CDC-4177/2020	EPI_ISL_509682	2020-07-07	Pathogen Discovery	Queen	USA
hCoV-19/England/CAMC-9C1846/2020	EPI_ISL_573207	2020-09-10	COVID-19 Genomics UK (COG-UK) Consortium	Golubchik	United Kingdom
hCoV-19/England/NORT-2985C0/2020	EPI_ISL_488003	2020-04-22	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/NY-NYUMC372/2020	EPI_ISL_430399	2020-04-10	Departments of Pathology and Medicine	Maurano	USA
hCoV-19/USA/IL-UW-355/2020	EPI_ISL_450709	2020-04-17	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Baczenas	USA
hCoV-19/England/ALDP-9530BA/2020	EPI_ISL_553658	2020-06-11	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC2672/2020	EPI_ISL_521514	2020-07-02	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/USA/WA-S1721/2020	EPI_ISL_496147	2020-06-01	Seattle Flu Study	Lee	USA
hCoV-19/England/MILK-9E12AC/2020	EPI_ISL_581009	2020-09-20	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Denmark/ALAB-SSI374/2020	EPI_ISL_429479	2020-03-22	Albertsen lab	Kirkegaard	Denmark
hCoV-19/England/ALDP-9E592B/2020	EPI_ISL_589466	2020-09-24	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Denmark/ALAB-SSI-138/2020	EPI_ISL_437650	2020-03-08	Albertsen lab	Kirkegaard	Denmark
hCoV-19/USA/TX-HMH-1825/2020	EPI_ISL_542866	2020-05-12	Houston Methodist Hospital	Long	USA
hCoV-19/Switzerland/BE-ETHZ-280208/2020	EPI_ISL_560446	2020-09-10	Department of Biosystems Science and Engineering	Nadeau	Switzerland
hCoV-19/Iceland/392/2020	EPI_ISL_424416	2020-03-19	deCODE genetics	J\u00f3nsson	Iceland
hCoV-19/USA/CA-ALSR-1029-SAN/2020	EPI_ISL_483473	2020-04-24	Andersen lab at Scripps Research	Gangavarapu	USA
hCoV-19/Scotland/QEUH-963A22/2020	EPI_ISL_531569	2020-08-12	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/India/MH-NIV-187756/2020	EPI_ISL_541721	2020-08-31	National Institute of Virology	Potdar	India
hCoV-19/Scotland/EDB1404/2020	EPI_ISL_433439	2020-04-11	COVID-19 Genomics UK (COG-UK) Consortium	Williams	United Kingdom
hCoV-19/USA/OR-PROV-054/2020	EPI_ISL_482334	2020-04-10	Providence St. Joseph Health Molecular Genomics Laboratory	Dowdell	USA
hCoV-19/Wuhan/HB-WHCM-116/2020	EPI_ISL_454996	2020-02-26	State Key Laboratory of Biotherapy of Sichuan University	Tang	China
hCoV-19/Georgia/Tb-7851/2020	EPI_ISL_477169	2020-05-01	Department for Virology	Tomashvili	Georgia
hCoV-19/Australia/VIC10959/2020	EPI_ISL_563169	2020-00-00	MDU-PHL	Schultz	Australia
hCoV-19/USA/LA-EVTL171/2020	EPI_ISL_574306	2020-05-14	Microbial Genome Sequencing Center	Kamil	USA
hCoV-19/India/GJ-GBRC195a/2020	EPI_ISL_469039	2020-06-08	Gujarat Biotechnology Research Centre	Joshi	India
hCoV-19/Australia/VIC3633/2020	EPI_ISL_520373	2020-07-07	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/Italy/VEN-UniVR-8/2020	EPI_ISL_492987	2020-03-05	University of Verona	Mori	Italy
hCoV-19/Australia/VIC7515/2020	EPI_ISL_564462	2020-00-00	MDU-PHL	Schultz	Australia
hCoV-19/USA/WA-UW-6184/2020	EPI_ISL_570084	2020-04-01	UW Virology Lab	Roychoudhury	USA
hCoV-19/England/MILK-99E52D/2020	EPI_ISL_550714	2020-08-31	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC14397/2020	EPI_ISL_592482	2020-09-01	MDU-PHL	Schultz	Australia
hCoV-19/England/CAMB-1AE5E6/2020	EPI_ISL_524589	2020-04-30	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/QEUH-9C9B27/2020	EPI_ISL_567311	2020-09-10	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/India/GJ-GBRC313/2020	EPI_ISL_495069	2020-06-08	Gujarat Biotechnology Research Centre	Joshi	India
hCoV-19/Switzerland/GE-SNRCI-6928/2020	EPI_ISL_548181	2020-03-00	Swiss National Reference Centre for Influenza	Gon\u00e7alves Cabecinhas	Switzerland
hCoV-19/USA/WI-UW-151/2020	EPI_ISL_427458	2020-04-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Baczenas	USA
hCoV-19/England/ALDP-9CBB07/2020	EPI_ISL_575529	2020-09-16	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/MN-QDX-1375/2020	EPI_ISL_572164	2020-03-16	Quest Diagnostics	Kagan	USA
hCoV-19/England/OXON-B32D9/2020	EPI_ISL_534849	2020-03-19	COVID-19 Genomics UK (COG-UK) Consortium	Golubchik	United Kingdom
hCoV-19/England/MILK-974648/2020	EPI_ISL_575908	2020-08-21	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/India/MH-NCCS-NR1565/2020	EPI_ISL_496563	2020-05-17	National Centre For Cell Science	Paul	India
hCoV-19/Australia/VIC6508/2020	EPI_ISL_521282	2020-07-27	MDU-PHL	Schultz	Australia
hCoV-19/USA/CA-ALSR-1123/2020	EPI_ISL_494375	2020-04-28	Andersen lab at Scripps Research	Gangavarapu	USA
